epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,255.202,1.52108,1.04718,1.06312,0.75056,0.66132,0.65949,0.43997,0.38868,1.36205,0.97088,0.99379,0.00140295,0.00140295,0.00140295
26,262.788,1.54631,0.98813,1.02689,0.9277,0.58491,0.68971,0.41341,0.39429,1.38249,0.91285,1.00018,0.00139195,0.00139195,0.00139195
27,271.417,1.50667,0.98972,1.02016,0.77539,0.68833,0.70077,0.3422,0.38607,1.37584,0.90648,0.9918,0.00138094,0.00138094,0.00138094
28,280.621,1.54833,1.00342,1.05805,0.81778,0.68962,0.69007,0.34339,0.37041,1.43234,0.92385,1.00466,0.00136994,0.00136994,0.00136994
29,290.82,1.49719,0.97499,1.03077,0.74583,0.62856,0.67722,0.31063,0.36746,1.34722,0.88443,0.98453,0.00135894,0.00135894,0.00135894
30,298.614,1.50973,0.96527,1.01524,0.68344,0.63019,0.66627,0.33949,0.36525,1.39586,0.90836,1.00527,0.00134794,0.00134794,0.00134794
31,306.81,1.50875,0.93982,0.9946,0.68826,0.66509,0.67559,0.32271,0.37518,1.39791,0.90909,1.01011,0.00133693,0.00133693,0.00133693
32,313.643,1.46993,0.92749,1.01909,0.75345,0.58774,0.67169,0.35787,0.3788,1.34456,0.83953,0.98585,0.00132593,0.00132593,0.00132593
33,320.547,1.48371,0.92544,1.02689,0.70895,0.65177,0.64901,0.34688,0.3612,1.36417,0.81252,0.98937,0.00131493,0.00131493,0.00131493
34,328.693,1.52285,0.94887,1.01558,0.69426,0.6445,0.64297,0.34472,0.36766,1.31556,0.7968,0.97689,0.00130393,0.00130393,0.00130393
35,336.462,1.42485,0.91349,0.99499,0.72555,0.59671,0.66046,0.40348,0.40534,1.32174,0.79048,0.98214,0.00129293,0.00129293,0.00129293
36,344.454,1.4499,0.89744,1.00517,0.83654,0.69712,0.70654,0.42948,0.4027,1.32444,0.80239,0.98329,0.00128192,0.00128192,0.00128192
37,352.683,1.45592,0.89335,1.00035,0.86724,0.67936,0.70655,0.41708,0.3948,1.3706,0.83095,0.99679,0.00127092,0.00127092,0.00127092
38,361.051,1.47902,0.91842,1.02353,0.80901,0.61701,0.69081,0.42519,0.39378,1.37353,0.82009,0.99208,0.00125992,0.00125992,0.00125992
39,369.139,1.43241,0.87874,0.99176,0.82105,0.67597,0.7081,0.44326,0.40955,1.37467,0.78468,0.99483,0.00124892,0.00124892,0.00124892
40,377.464,1.4178,0.87642,0.97983,0.8438,0.63585,0.69339,0.44764,0.40907,1.30864,0.76707,0.97436,0.00123791,0.00123791,0.00123791
41,385.52,1.46684,0.9369,1.0013,0.90181,0.58281,0.69987,0.40919,0.41172,1.34262,0.79781,0.97842,0.00122691,0.00122691,0.00122691
42,393.118,1.44287,0.88295,1.01818,0.92178,0.56733,0.68615,0.40419,0.41569,1.34193,0.78023,0.98417,0.00121591,0.00121591,0.00121591
43,400.866,1.41269,0.88891,0.99988,0.81274,0.64717,0.69539,0.43769,0.41351,1.32586,0.75858,0.98355,0.00120491,0.00120491,0.00120491
44,408.794,1.38879,0.86556,0.99226,0.83315,0.69034,0.71742,0.46576,0.44401,1.30061,0.7739,0.97429,0.00119391,0.00119391,0.00119391
45,418.762,1.46478,0.88724,1.00414,0.82527,0.65472,0.69152,0.40878,0.4161,1.33678,0.78216,0.97556,0.0011829,0.0011829,0.0011829
46,426.75,1.418,0.85903,0.98084,0.81412,0.65763,0.68269,0.41114,0.41381,1.33508,0.77094,0.97747,0.0011719,0.0011719,0.0011719
47,434.133,1.45206,0.87483,0.99478,0.88066,0.65739,0.72543,0.39042,0.39091,1.33537,0.76957,0.98089,0.0011609,0.0011609,0.0011609
48,440.831,1.37494,0.83796,0.98295,0.92594,0.70136,0.73875,0.39954,0.39213,1.31734,0.74745,0.9776,0.0011499,0.0011499,0.0011499
49,448.45,1.40093,0.8336,1.00447,0.83605,0.70079,0.73426,0.3992,0.40795,1.3152,0.73934,0.97569,0.00113889,0.00113889,0.00113889
50,456.311,1.39847,0.83378,1.00457,0.79734,0.69828,0.71724,0.45591,0.42573,1.31141,0.73834,0.97258,0.00112789,0.00112789,0.00112789
51,465.087,1.38378,0.81351,0.9793,0.80416,0.62075,0.70262,0.4438,0.40317,1.31055,0.74356,0.97254,0.00111689,0.00111689,0.00111689
52,472.921,1.45959,0.84866,1.00206,0.78074,0.6988,0.73025,0.46907,0.42417,1.3655,0.74891,0.98569,0.00110589,0.00110589,0.00110589
53,480.816,1.42007,0.81908,0.98761,0.9181,0.67182,0.75527,0.4139,0.44132,1.30801,0.72293,0.96031,0.00109489,0.00109489,0.00109489
54,489.061,1.38712,0.82478,0.99252,0.82468,0.71038,0.75068,0.43831,0.44146,1.30246,0.72028,0.96705,0.00108388,0.00108388,0.00108388
55,497.75,1.41518,0.81891,0.98376,0.83597,0.70283,0.74566,0.43081,0.43655,1.29523,0.73097,0.96622,0.00107288,0.00107288,0.00107288
56,505.33,1.40762,0.82171,0.98837,0.68213,0.71076,0.70543,0.42723,0.40077,1.3282,0.73497,0.97248,0.00106188,0.00106188,0.00106188
57,513.741,1.43865,0.8411,0.99315,0.78511,0.70472,0.72416,0.4548,0.4231,1.32307,0.72305,0.97593,0.00105088,0.00105088,0.00105088
58,521.654,1.36135,0.80235,0.98101,0.7549,0.70662,0.71649,0.44639,0.42817,1.30015,0.70382,0.96478,0.00103987,0.00103987,0.00103987
59,530.525,1.38399,0.8214,1.00854,0.70685,0.69848,0.7028,0.44775,0.4358,1.28751,0.70663,0.95876,0.00102887,0.00102887,0.00102887
60,542.08,1.37663,0.79156,0.99365,0.8126,0.65407,0.73801,0.46835,0.44339,1.28287,0.69792,0.96443,0.00101787,0.00101787,0.00101787
61,553.339,1.39189,0.79626,0.99121,0.80893,0.64387,0.72556,0.45057,0.42763,1.30421,0.71455,0.96754,0.00100687,0.00100687,0.00100687
62,563.951,1.38186,0.79703,0.97268,0.8132,0.66988,0.70426,0.36169,0.39917,1.35444,0.72313,0.97932,0.000995866,0.000995866,0.000995866
63,573.749,1.45207,0.81793,0.9695,0.8053,0.68774,0.72773,0.47987,0.42525,1.35409,0.72891,0.97823,0.000984864,0.000984864,0.000984864
64,582.195,1.38284,0.80756,0.99045,0.86092,0.65307,0.74534,0.51237,0.45533,1.3182,0.71371,0.96696,0.000973861,0.000973861,0.000973861
65,589.417,1.35256,0.78073,0.97452,0.84472,0.68235,0.77407,0.437,0.46526,1.26116,0.69016,0.95335,0.000962859,0.000962859,0.000962859
66,597.656,1.35246,0.7916,0.96208,0.85534,0.68993,0.75431,0.44934,0.4467,1.27921,0.69975,0.95935,0.000951857,0.000951857,0.000951857
67,605.136,1.40619,0.7989,0.96425,0.8731,0.69717,0.74107,0.46004,0.43634,1.29053,0.69925,0.96247,0.000940855,0.000940855,0.000940855
68,613.621,1.35884,0.76876,0.9598,0.86133,0.6977,0.72532,0.44857,0.43246,1.29549,0.69873,0.96136,0.000929853,0.000929853,0.000929853
69,622.135,1.35597,0.79897,0.98238,0.77191,0.62006,0.71828,0.43752,0.44493,1.30445,0.71633,0.96261,0.00091885,0.00091885,0.00091885
70,630.917,1.36103,0.7968,0.98573,0.75262,0.63677,0.7188,0.45884,0.44829,1.31816,0.7189,0.96802,0.000907848,0.000907848,0.000907848
71,639.636,1.34494,0.77089,0.96839,0.77142,0.6434,0.72666,0.47883,0.44417,1.29607,0.70061,0.95846,0.000896846,0.000896846,0.000896846
72,648.478,1.34716,0.7668,0.96611,0.82934,0.63782,0.74074,0.47355,0.45454,1.27979,0.68055,0.95728,0.000885844,0.000885844,0.000885844
73,656.223,1.35491,0.76464,0.98569,0.84206,0.63523,0.76108,0.49714,0.46605,1.26192,0.66164,0.95349,0.000874842,0.000874842,0.000874842
74,664.228,1.3699,0.77,0.97633,0.84243,0.69151,0.77653,0.44429,0.45702,1.26714,0.66806,0.94701,0.000863839,0.000863839,0.000863839
75,674.451,1.34152,0.76636,0.97236,0.84133,0.6934,0.76238,0.3986,0.43382,1.27956,0.6703,0.94664,0.000852837,0.000852837,0.000852837
76,682.841,1.35294,0.76076,0.97746,0.84484,0.69151,0.75818,0.39557,0.42327,1.27435,0.67081,0.9469,0.000841835,0.000841835,0.000841835
77,689.623,1.2974,0.74135,0.9626,0.83559,0.69906,0.75592,0.4949,0.43768,1.28286,0.67963,0.95089,0.000830833,0.000830833,0.000830833
78,698.613,1.29485,0.73798,0.96649,0.84986,0.6926,0.75597,0.5007,0.45533,1.31876,0.68311,0.9639,0.000819831,0.000819831,0.000819831
79,708.274,1.33165,0.74448,0.96127,0.87402,0.68566,0.76094,0.54922,0.46673,1.29894,0.67211,0.9625,0.000808828,0.000808828,0.000808828
80,715.865,1.38743,0.82969,0.99661,0.84678,0.75785,0.77165,0.4922,0.48733,1.3057,0.67776,0.95782,0.000797826,0.000797826,0.000797826
81,723.73,1.32401,0.75732,0.96789,0.85814,0.76023,0.77603,0.53951,0.49549,1.27746,0.69042,0.95701,0.000786824,0.000786824,0.000786824
82,731.433,1.31228,0.74903,0.97935,0.86175,0.69528,0.76332,0.52637,0.48005,1.28702,0.69319,0.96107,0.000775822,0.000775822,0.000775822
83,740.07,1.35919,0.77906,0.97878,0.80865,0.68894,0.75314,0.49162,0.44079,1.28715,0.69032,0.9577,0.00076482,0.00076482,0.00076482
84,748.458,1.35933,0.75033,0.95743,0.81806,0.67924,0.76387,0.51159,0.45597,1.26941,0.67416,0.95009,0.000753817,0.000753817,0.000753817
85,756.308,1.32505,0.73587,0.95943,0.8323,0.68962,0.76928,0.50539,0.46272,1.27666,0.67422,0.95347,0.000742815,0.000742815,0.000742815
86,764.648,1.32233,0.75933,0.9604,0.83881,0.69828,0.76601,0.48188,0.44654,1.29078,0.67446,0.95728,0.000731813,0.000731813,0.000731813
87,773.806,1.36521,0.76161,0.9799,0.87447,0.70283,0.76637,0.47281,0.43463,1.25662,0.66493,0.94839,0.000720811,0.000720811,0.000720811
88,780.982,1.328,0.73338,0.95778,0.85421,0.76105,0.76826,0.44206,0.44466,1.25083,0.65928,0.94999,0.000709809,0.000709809,0.000709809
89,788.305,1.32637,0.72843,0.9685,0.86432,0.76155,0.76958,0.4973,0.45037,1.28285,0.68011,0.95792,0.000698806,0.000698806,0.000698806
90,796.856,1.3014,0.75027,0.97091,0.80609,0.76386,0.76219,0.50153,0.45709,1.2622,0.68209,0.95185,0.000687804,0.000687804,0.000687804
91,808.454,1.32513,0.72974,0.96325,0.82173,0.75739,0.77474,0.51292,0.4729,1.24978,0.67486,0.94924,0.000676802,0.000676802,0.000676802
92,819.962,1.29338,0.72045,0.96063,0.81196,0.74919,0.7762,0.59618,0.49816,1.27205,0.668,0.95914,0.0006658,0.0006658,0.0006658
93,829.997,1.27983,0.7344,0.95251,0.86642,0.6934,0.78445,0.50028,0.48099,1.31665,0.67086,0.97834,0.000654798,0.000654798,0.000654798
94,838.305,1.30494,0.72775,0.94765,0.87729,0.6906,0.78129,0.50506,0.47826,1.26436,0.66568,0.95429,0.000643795,0.000643795,0.000643795
95,848.657,1.30138,0.7089,0.95991,0.83176,0.6837,0.75761,0.51004,0.45647,1.26783,0.67521,0.94508,0.000632793,0.000632793,0.000632793
96,856.529,1.32881,0.74283,0.97357,0.86694,0.68491,0.75763,0.48448,0.47528,1.24986,0.67325,0.94214,0.000621791,0.000621791,0.000621791
97,865.014,1.29323,0.73327,0.9662,0.85502,0.68208,0.77314,0.4757,0.48047,1.27268,0.66888,0.94671,0.000610789,0.000610789,0.000610789
98,873.088,1.30897,0.74171,0.96632,0.85877,0.6817,0.78808,0.47433,0.49235,1.24929,0.65334,0.94326,0.000599787,0.000599787,0.000599787
99,881.103,1.3282,0.71911,0.95489,0.84706,0.68585,0.78843,0.55278,0.49134,1.24898,0.65345,0.94161,0.000588784,0.000588784,0.000588784
100,890.457,1.32914,0.70076,0.96591,0.90594,0.65283,0.78625,0.53215,0.48635,1.24896,0.64638,0.94201,0.000577782,0.000577782,0.000577782
101,897.313,1.29105,0.70336,0.96302,0.83244,0.69609,0.78623,0.52705,0.47026,1.28408,0.64647,0.95015,0.00056678,0.00056678,0.00056678
102,905.107,1.27945,0.7123,0.94776,0.80157,0.71038,0.77358,0.52841,0.46182,1.28409,0.65658,0.9486,0.000555778,0.000555778,0.000555778
103,913.519,1.26241,0.70588,0.95631,0.78586,0.71514,0.77434,0.52539,0.46758,1.26549,0.65473,0.94533,0.000544776,0.000544776,0.000544776
104,922.717,1.2991,0.72028,0.95977,0.87704,0.6815,0.77998,0.54805,0.4935,1.25971,0.65438,0.94788,0.000533773,0.000533773,0.000533773
105,931.55,1.32138,0.71143,0.93507,0.76624,0.76222,0.78913,0.53783,0.4985,1.25017,0.65158,0.94433,0.000522771,0.000522771,0.000522771
106,942.904,1.28002,0.7142,0.94642,0.85422,0.68396,0.78814,0.53617,0.49083,1.24808,0.65077,0.9438,0.000511769,0.000511769,0.000511769
107,952.535,1.26439,0.68902,0.9498,0.87751,0.75957,0.80251,0.54495,0.4782,1.24898,0.6481,0.94797,0.000500767,0.000500767,0.000500767
108,959.578,1.29696,0.69617,0.95201,0.8757,0.7532,0.80672,0.58406,0.48209,1.25561,0.65641,0.95232,0.000489765,0.000489765,0.000489765
109,967.612,1.25021,0.71739,0.95597,0.87635,0.75037,0.80068,0.5992,0.49414,1.25488,0.64997,0.95158,0.000478762,0.000478762,0.000478762
110,975.125,1.31246,0.73888,0.96946,0.87816,0.70268,0.78445,0.54724,0.47708,1.23204,0.64119,0.9423,0.00046776,0.00046776,0.00046776
111,982.885,1.23745,0.67929,0.94432,0.88365,0.70849,0.79666,0.5506,0.48756,1.24869,0.64863,0.94492,0.000456758,0.000456758,0.000456758
112,990.307,1.30898,0.70515,0.95147,0.85554,0.76427,0.81787,0.55428,0.50409,1.25132,0.65433,0.94596,0.000445756,0.000445756,0.000445756
113,998.001,1.27934,0.68316,0.94711,0.87503,0.81604,0.81479,0.54556,0.49806,1.27308,0.65558,0.95022,0.000434754,0.000434754,0.000434754
114,1005.33,1.28767,0.71093,0.95132,0.86237,0.76604,0.80974,0.53046,0.50111,1.25676,0.64512,0.9486,0.000423751,0.000423751,0.000423751
115,1013.39,1.28283,0.69602,0.94887,0.8779,0.76792,0.80083,0.53923,0.50064,1.24615,0.63982,0.9443,0.000412749,0.000412749,0.000412749
116,1020.89,1.2385,0.68401,0.93206,0.86709,0.71089,0.79092,0.53512,0.48657,1.24117,0.6391,0.94283,0.000401747,0.000401747,0.000401747
117,1030.13,1.28104,0.71152,0.95954,0.87774,0.76872,0.81056,0.54441,0.49334,1.24241,0.64373,0.94198,0.000390745,0.000390745,0.000390745
118,1038.34,1.26216,0.68464,0.95031,0.87283,0.76059,0.81009,0.58879,0.51331,1.23633,0.63918,0.94314,0.000379743,0.000379743,0.000379743
119,1046.17,1.23774,0.68194,0.94704,0.8878,0.80927,0.82476,0.58955,0.5271,1.23622,0.63223,0.94475,0.00036874,0.00036874,0.00036874
120,1053.45,1.2748,0.69854,0.93988,0.89688,0.81415,0.8199,0.57198,0.51037,1.24542,0.63211,0.94473,0.000357738,0.000357738,0.000357738
121,1061.41,1.28066,0.71078,0.97871,0.89549,0.80906,0.82011,0.56017,0.49636,1.26249,0.63248,0.94854,0.000346736,0.000346736,0.000346736
122,1070.48,1.31545,0.7017,0.95287,0.88357,0.75275,0.80396,0.55532,0.48002,1.26799,0.63779,0.9507,0.000335734,0.000335734,0.000335734
123,1078.4,1.21622,0.67452,0.94673,0.85893,0.72021,0.79224,0.56154,0.48061,1.25239,0.63725,0.94478,0.000324732,0.000324732,0.000324732
124,1088.38,1.23798,0.68614,0.93953,0.7157,0.72736,0.77299,0.5568,0.48147,1.25018,0.63637,0.94286,0.000313729,0.000313729,0.000313729
125,1095.95,1.29643,0.71938,0.95612,0.87817,0.71226,0.78576,0.54181,0.49942,1.24042,0.63184,0.94046,0.000302727,0.000302727,0.000302727
126,1103.43,1.18688,0.69439,0.95687,0.85876,0.70277,0.79149,0.58295,0.50601,1.24843,0.62607,0.94429,0.000291725,0.000291725,0.000291725
127,1110.15,1.28279,0.68702,0.95296,0.88279,0.76503,0.80081,0.59515,0.52194,1.24169,0.61908,0.94159,0.000280723,0.000280723,0.000280723
128,1117.17,1.25572,0.69136,0.95247,0.8685,0.69717,0.80587,0.61824,0.53207,1.22153,0.61493,0.93601,0.000269721,0.000269721,0.000269721
129,1125.09,1.24848,0.66747,0.94187,0.81051,0.76604,0.81092,0.57595,0.5222,1.22194,0.61404,0.93749,0.000258718,0.000258718,0.000258718
130,1133.38,1.25805,0.67878,0.94162,0.81258,0.77031,0.8111,0.57814,0.51377,1.22476,0.61851,0.93748,0.000247716,0.000247716,0.000247716
131,1140.95,1.26153,0.68606,0.95079,0.84667,0.71277,0.80558,0.56174,0.50001,1.23234,0.6259,0.93853,0.000236714,0.000236714,0.000236714
132,1148.73,1.1919,0.65952,0.93497,0.89336,0.76449,0.81124,0.54532,0.50736,1.23745,0.62804,0.93726,0.000225712,0.000225712,0.000225712
133,1156.72,1.27527,0.67908,0.92945,0.89192,0.7656,0.81091,0.52967,0.51476,1.23715,0.62501,0.93662,0.00021471,0.00021471,0.00021471
134,1164.36,1.25186,0.6785,0.92592,0.88891,0.7667,0.82047,0.51697,0.51541,1.24938,0.62014,0.93906,0.000203707,0.000203707,0.000203707
135,1172.04,1.24304,0.67752,0.95134,0.89082,0.76365,0.81792,0.53156,0.51037,1.25434,0.62481,0.94213,0.000192705,0.000192705,0.000192705
136,1180.58,1.24849,0.68383,0.95261,0.89589,0.7641,0.81514,0.60489,0.51427,1.25477,0.63239,0.94483,0.000181703,0.000181703,0.000181703
137,1188.1,1.24036,0.66146,0.94487,0.89226,0.76166,0.81541,0.60348,0.51268,1.25715,0.62986,0.94608,0.000170701,0.000170701,0.000170701
138,1195.49,1.23355,0.648,0.92944,0.89196,0.76216,0.82163,0.63611,0.52729,1.23757,0.61878,0.94014,0.000159699,0.000159699,0.000159699
139,1203.81,1.22711,0.67232,0.93518,0.88793,0.79879,0.82469,0.5839,0.52686,1.22873,0.62084,0.93731,0.000148696,0.000148696,0.000148696
140,1211.87,1.22632,0.66296,0.94683,0.89449,0.80645,0.82452,0.58097,0.51738,1.23576,0.62039,0.93657,0.000137694,0.000137694,0.000137694
141,1246.23,1.25234,0.77121,0.94557,0.88533,0.79605,0.82387,0.5698,0.51316,1.2418,0.62704,0.93828,0.000126692,0.000126692,0.000126692
142,1252.49,1.31562,0.78096,0.95719,0.88499,0.76044,0.81804,0.5588,0.51478,1.24152,0.62722,0.93848,0.00011569,0.00011569,0.00011569
143,1258.66,1.25852,0.75303,0.9349,0.87702,0.76156,0.80673,0.58437,0.50802,1.24087,0.639,0.9389,0.000104688,0.000104688,0.000104688
144,1265.95,1.21962,0.7146,0.93545,0.87858,0.75997,0.80204,0.62877,0.50861,1.24268,0.64886,0.93888,9.36854e-05,9.36854e-05,9.36854e-05
145,1272.4,1.22271,0.71063,0.92407,0.87834,0.75831,0.80024,0.62877,0.50725,1.24159,0.6524,0.93862,8.26832e-05,8.26832e-05,8.26832e-05
146,1279.33,1.19126,0.67601,0.91897,0.8776,0.75439,0.79939,0.61918,0.50695,1.23882,0.65453,0.93789,7.1681e-05,7.1681e-05,7.1681e-05
147,1286.37,1.26547,0.71313,0.95105,0.88399,0.74924,0.79962,0.61305,0.50614,1.24007,0.65042,0.93767,6.06788e-05,6.06788e-05,6.06788e-05
148,1292.21,1.24597,0.7087,0.94794,0.88915,0.74775,0.79879,0.61641,0.5063,1.24056,0.65083,0.93791,4.96766e-05,4.96766e-05,4.96766e-05
149,1298.94,1.24096,0.69407,0.94454,0.89541,0.74428,0.79939,0.61918,0.50794,1.24266,0.65136,0.93805,3.86744e-05,3.86744e-05,3.86744e-05
150,1304.99,1.2535,0.69694,0.94951,0.82686,0.74906,0.79239,0.60199,0.49578,1.24554,0.64711,0.93881,2.76722e-05,2.76722e-05,2.76722e-05
