epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,162.326,1.48487,0.9377,1.01793,0.76809,0.67753,0.7514,0.27539,0.38113,1.51273,0.93358,1.04993,0.000740508,0.000740508,0.000740508
75,164.019,1.43843,0.87532,0.99856,0.77345,0.6917,0.76792,0.32135,0.4045,1.46291,0.9065,1.03802,0.000731076,0.000731076,0.000731076
76,165.665,1.46504,0.92255,1.05106,0.88267,0.68353,0.77288,0.30811,0.40757,1.43912,0.88197,1.02376,0.000721645,0.000721645,0.000721645
77,167.273,1.51048,0.94751,1.04984,0.83815,0.72834,0.77141,0.36167,0.42862,1.4373,0.86841,1.01883,0.000712214,0.000712214,0.000712214
78,168.985,1.46112,0.90153,0.99271,0.89682,0.67756,0.76482,0.54526,0.43376,1.41985,0.84659,1.01503,0.000702782,0.000702782,0.000702782
79,170.715,1.35198,0.87261,0.99914,0.91515,0.66037,0.75808,0.37146,0.41159,1.42458,0.86786,1.02028,0.000693351,0.000693351,0.000693351
80,172.405,1.41385,0.9095,1.0171,0.83432,0.67661,0.75464,0.37541,0.41345,1.4416,0.87793,1.01621,0.000683919,0.000683919,0.000683919
81,174.014,1.41088,0.86834,0.98535,0.777,0.76532,0.75597,0.38093,0.4183,1.42038,0.88091,1.015,0.000674488,0.000674488,0.000674488
82,175.671,1.42755,0.89858,1.00628,0.90789,0.76282,0.77406,0.36545,0.43064,1.41015,0.85543,1.01303,0.000665057,0.000665057,0.000665057
83,177.325,1.44652,0.88759,1.02261,0.90533,0.75515,0.77463,0.52403,0.44362,1.42633,0.86021,1.01835,0.000655625,0.000655625,0.000655625
84,179.092,1.30708,0.82824,0.98694,0.81021,0.67881,0.7713,0.56109,0.43986,1.42641,0.87605,1.02663,0.000646194,0.000646194,0.000646194
85,180.757,1.44426,0.8973,1.03137,0.77558,0.72346,0.77088,0.57239,0.44089,1.44721,0.87968,1.03046,0.000636762,0.000636762,0.000636762
86,182.406,1.42527,0.90641,0.99725,0.72845,0.73166,0.76589,0.45811,0.41583,1.46739,0.88882,1.03738,0.000627331,0.000627331,0.000627331
87,184.067,1.33486,0.84059,0.98963,0.86324,0.72778,0.77622,0.55385,0.44859,1.45667,0.8945,1.03344,0.0006179,0.0006179,0.0006179
88,185.835,1.45242,0.89363,0.99181,0.8661,0.68397,0.74017,0.31947,0.39739,1.5004,0.93271,1.03823,0.000608468,0.000608468,0.000608468
89,187.522,1.3788,0.84163,1.00182,0.88173,0.69809,0.77465,0.41862,0.42825,1.45248,0.90771,1.02735,0.000599037,0.000599037,0.000599037
90,189.313,1.38124,0.84994,0.97296,0.87733,0.73673,0.75923,0.44951,0.4185,1.4046,0.8214,1.01081,0.000589605,0.000589605,0.000589605
91,190.931,1.40394,0.88199,1.00089,0.87648,0.72773,0.7417,0.48853,0.41665,1.4093,0.81932,1.00977,0.000580174,0.000580174,0.000580174
92,192.674,1.37859,0.85094,1.00254,0.9507,0.67991,0.77253,0.41228,0.42535,1.43117,0.85261,1.02186,0.000570743,0.000570743,0.000570743
93,194.3,1.45626,0.84157,1.01865,0.93714,0.68567,0.77549,0.46498,0.43684,1.3993,0.83284,1.00854,0.000561311,0.000561311,0.000561311
94,196.088,1.36685,0.82953,0.97439,0.8926,0.69013,0.77294,0.44101,0.43184,1.40366,0.8652,1.01513,0.00055188,0.00055188,0.00055188
95,197.777,1.36097,0.85238,0.99078,0.86961,0.69224,0.77211,0.59319,0.4535,1.4185,0.9134,1.02023,0.000542448,0.000542448,0.000542448
96,199.554,1.40673,0.9066,1.00171,0.85863,0.71621,0.77181,0.39028,0.42729,1.40899,0.8714,1.0089,0.000533017,0.000533017,0.000533017
97,201.195,1.39848,0.81272,1.00803,0.8497,0.71658,0.76566,0.48311,0.45018,1.44704,0.83771,1.01755,0.000523586,0.000523586,0.000523586
98,202.938,1.39548,0.84581,0.98601,0.81366,0.70406,0.7679,0.4324,0.43093,1.40908,0.82259,1.01417,0.000514154,0.000514154,0.000514154
99,204.646,1.40467,0.82983,0.99103,0.77227,0.75971,0.79615,0.62045,0.46788,1.40711,0.82688,1.0167,0.000504723,0.000504723,0.000504723
100,206.371,1.33463,0.80288,0.9746,0.75252,0.78042,0.80021,0.43075,0.45759,1.40756,0.85791,1.01855,0.000495291,0.000495291,0.000495291
101,208.065,1.35885,0.8159,0.99158,0.75602,0.77576,0.79568,0.58861,0.47413,1.38393,0.84624,1.01521,0.00048586,0.00048586,0.00048586
102,209.764,1.32459,0.80363,0.98689,0.89416,0.69395,0.77078,0.59817,0.48326,1.37358,0.80563,1.00658,0.000476429,0.000476429,0.000476429
103,211.452,1.28874,0.78406,0.95936,0.87488,0.73374,0.80048,0.57683,0.48876,1.38181,0.77413,1.00445,0.000466997,0.000466997,0.000466997
104,213.248,1.38405,0.79892,0.97253,0.86758,0.72773,0.77311,0.621,0.48265,1.37451,0.77105,1.00445,0.000457566,0.000457566,0.000457566
105,214.926,1.31068,0.80315,0.96547,0.85962,0.73818,0.77251,0.58717,0.48047,1.36725,0.77321,1.00062,0.000448134,0.000448134,0.000448134
106,216.571,1.35049,0.85752,0.98412,0.79763,0.72744,0.74774,0.58572,0.46452,1.3602,0.77336,0.99822,0.000438703,0.000438703,0.000438703
107,218.248,1.39876,0.85037,0.98095,0.84999,0.72677,0.77134,0.54449,0.45933,1.35876,0.7666,0.99609,0.000429272,0.000429272,0.000429272
108,219.865,1.38248,0.82363,1.01772,0.8884,0.70776,0.76611,0.54435,0.4584,1.35798,0.77026,0.99595,0.00041984,0.00041984,0.00041984
109,221.525,1.28073,0.79726,0.9801,0.89526,0.71881,0.76813,0.5528,0.46423,1.33746,0.76426,0.98891,0.000410409,0.000410409,0.000410409
110,223.191,1.3476,0.76087,0.99078,0.8784,0.717,0.76644,0.56023,0.45706,1.35641,0.78448,0.99415,0.000400977,0.000400977,0.000400977
111,224.757,1.37466,0.80183,0.96247,0.89424,0.70016,0.76451,0.58108,0.47092,1.36654,0.79531,0.99722,0.000391546,0.000391546,0.000391546
112,226.554,1.3726,0.82668,1.00269,0.88814,0.69407,0.77024,0.61813,0.48079,1.37609,0.78589,1.00189,0.000382115,0.000382115,0.000382115
113,228.11,1.36504,0.80716,0.98919,0.92173,0.70264,0.77272,0.53313,0.47387,1.35205,0.76166,0.99322,0.000372683,0.000372683,0.000372683
114,229.767,1.29356,0.77519,0.94267,0.90207,0.72773,0.7808,0.59887,0.49301,1.35635,0.76362,0.99106,0.000363252,0.000363252,0.000363252
115,231.386,1.41185,0.8087,0.97056,0.90286,0.73404,0.77977,0.59322,0.47343,1.35452,0.76196,0.99192,0.00035382,0.00035382,0.00035382
116,233.14,1.32171,0.81179,0.95487,0.88807,0.72361,0.78542,0.56538,0.47288,1.34627,0.76051,0.99367,0.000344389,0.000344389,0.000344389
117,234.898,1.37126,0.78264,1.01307,0.84914,0.73221,0.78168,0.57849,0.46576,1.36273,0.76304,0.99841,0.000334958,0.000334958,0.000334958
118,236.585,1.36388,0.86518,0.99532,0.8496,0.72522,0.77384,0.59897,0.4632,1.36456,0.77906,1.00158,0.000325526,0.000325526,0.000325526
119,238.231,1.28444,0.78059,0.97837,0.86572,0.69418,0.78209,0.60366,0.4785,1.36989,0.77999,1.00521,0.000316095,0.000316095,0.000316095
120,239.889,1.30323,0.72961,0.95872,0.88021,0.68321,0.77908,0.60971,0.46584,1.36106,0.77265,1.00047,0.000306663,0.000306663,0.000306663
121,241.562,1.30272,0.78098,0.95349,0.86965,0.7118,0.76502,0.58121,0.46832,1.35999,0.76687,0.99967,0.000297232,0.000297232,0.000297232
122,243.314,1.28579,0.80054,0.98055,0.87468,0.73702,0.76375,0.58831,0.48814,1.36145,0.76313,0.99451,0.000287801,0.000287801,0.000287801
123,244.939,1.29449,0.81604,0.96533,0.87083,0.74209,0.7633,0.5933,0.49189,1.36193,0.76565,0.99346,0.000278369,0.000278369,0.000278369
124,246.681,1.29422,0.74993,0.97813,0.89154,0.70332,0.76367,0.58101,0.47994,1.40067,0.77247,1.00323,0.000268938,0.000268938,0.000268938
125,248.299,1.33267,0.79181,0.97522,0.88822,0.70387,0.76844,0.58073,0.47369,1.42041,0.78438,1.00725,0.000259506,0.000259506,0.000259506
126,249.947,1.25371,0.76054,0.96857,0.87428,0.71745,0.77442,0.54682,0.46992,1.40824,0.79397,1.00579,0.000250075,0.000250075,0.000250075
127,251.739,1.2835,0.76435,0.96625,0.87358,0.71843,0.77482,0.5573,0.49088,1.3751,0.78148,0.99898,0.000240644,0.000240644,0.000240644
128,253.545,1.31782,0.76227,0.96288,0.87099,0.71173,0.77058,0.59278,0.48579,1.37447,0.80004,1.00082,0.000231212,0.000231212,0.000231212
129,255.255,1.25196,0.76376,0.98369,0.84861,0.73597,0.77025,0.59174,0.46393,1.37772,0.77997,1.00016,0.000221781,0.000221781,0.000221781
130,256.95,1.29685,0.73492,0.97721,0.87327,0.73223,0.76863,0.58809,0.46417,1.37516,0.75119,0.9966,0.000212349,0.000212349,0.000212349
131,258.655,1.2987,0.76846,0.95522,0.87392,0.73775,0.76776,0.62405,0.48417,1.36955,0.7408,0.9945,0.000202918,0.000202918,0.000202918
132,260.373,1.29168,0.76641,0.95522,0.86796,0.74026,0.76772,0.58291,0.49061,1.36623,0.74955,0.99718,0.000193487,0.000193487,0.000193487
133,262.02,1.33452,0.8066,0.98039,0.87242,0.73775,0.76245,0.57398,0.47562,1.37764,0.75947,1.00314,0.000184055,0.000184055,0.000184055
134,263.636,1.27716,0.77529,0.9544,0.85805,0.7482,0.76523,0.56635,0.46693,1.36428,0.75506,0.99725,0.000174624,0.000174624,0.000174624
135,265.375,1.2726,0.77313,0.95895,0.85993,0.74952,0.76524,0.57827,0.46328,1.34842,0.74793,0.99161,0.000165192,0.000165192,0.000165192
136,267.109,1.23147,0.74919,0.95788,0.87358,0.73404,0.76661,0.57933,0.4729,1.36366,0.75166,0.99486,0.000155761,0.000155761,0.000155761
137,268.788,1.25514,0.74409,0.96066,0.87664,0.73525,0.76781,0.55638,0.4826,1.37151,0.75064,0.99991,0.00014633,0.00014633,0.00014633
138,270.464,1.33265,0.78977,0.96373,0.87751,0.72885,0.77658,0.56752,0.48009,1.37371,0.75941,1.005,0.000136898,0.000136898,0.000136898
139,272.174,1.28711,0.74125,0.94362,0.87425,0.71291,0.76729,0.56405,0.46773,1.37427,0.76439,1.00629,0.000127467,0.000127467,0.000127467
140,273.841,1.17788,0.72939,0.93491,0.87217,0.70307,0.76633,0.55248,0.46453,1.37534,0.76077,1.00627,0.000118035,0.000118035,0.000118035
141,276.154,1.26079,0.80455,0.97027,0.86675,0.70246,0.76417,0.56797,0.46805,1.37883,0.75685,1.00735,0.000108604,0.000108604,0.000108604
142,277.868,1.31948,0.80556,0.9834,0.87395,0.70855,0.76458,0.60053,0.4788,1.37149,0.75455,1.0058,9.91726e-05,9.91726e-05,9.91726e-05
143,279.449,1.23251,0.78782,0.94193,0.87161,0.71667,0.76531,0.58584,0.48145,1.35568,0.75509,1.00074,8.97412e-05,8.97412e-05,8.97412e-05
144,281.239,1.33115,0.78806,0.97784,0.85727,0.73616,0.7667,0.60203,0.47247,1.34307,0.75287,0.99438,8.03098e-05,8.03098e-05,8.03098e-05
145,282.865,1.2629,0.78634,0.92747,0.87273,0.73207,0.76734,0.60245,0.47215,1.34651,0.75308,0.99521,7.08784e-05,7.08784e-05,7.08784e-05
146,284.555,1.29661,0.76237,0.98739,0.88512,0.73623,0.76561,0.61842,0.47693,1.35283,0.75985,0.99892,6.1447e-05,6.1447e-05,6.1447e-05
147,286.205,1.22371,0.70835,0.97462,0.87677,0.78444,0.79427,0.51507,0.46861,1.3588,0.75698,0.99901,5.20156e-05,5.20156e-05,5.20156e-05
148,287.86,1.2162,0.74034,0.96532,0.87815,0.79092,0.79433,0.59904,0.47566,1.35795,0.758,0.99824,4.25842e-05,4.25842e-05,4.25842e-05
149,289.479,1.21326,0.74356,0.95887,0.87663,0.79119,0.79686,0.59669,0.47472,1.35366,0.76085,0.99718,3.31528e-05,3.31528e-05,3.31528e-05
150,291.163,1.28989,0.75437,0.97702,0.87278,0.78615,0.7958,0.61081,0.48673,1.3547,0.7542,0.99753,2.37214e-05,2.37214e-05,2.37214e-05
