epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,83.9548,1.91866,1.9683,1.45139,0.50901,0.31996,0.3756,0.15271,0.17747,2.1501,2.10126,1.57711,0.00091302,0.00091302,0.00091302
38,85.5294,1.99704,1.71826,1.5258,0.61166,0.33204,0.40212,0.24625,0.2179,1.96613,1.96028,1.46856,0.00090752,0.00090752,0.00090752
39,87.1043,1.78361,1.52893,1.39826,0.56543,0.46401,0.5473,0.24576,0.26324,1.88288,1.73322,1.41747,0.000902021,0.000902021,0.000902021
40,88.6959,1.83103,1.59943,1.36053,0.46015,0.59189,0.55956,0.28932,0.30164,1.75236,1.49182,1.40805,0.000896521,0.000896521,0.000896521
41,90.2301,1.93583,1.57903,1.43478,0.51388,0.49971,0.60624,0.2413,0.31112,1.76725,1.43107,1.39623,0.000891022,0.000891022,0.000891022
42,91.7829,1.59634,1.48692,1.45242,0.4384,0.62505,0.59222,0.38023,0.32477,1.7664,1.31267,1.37298,0.000885523,0.000885523,0.000885523
43,93.3119,1.75604,1.52942,1.33792,0.44977,0.61429,0.58342,0.31032,0.32565,1.71518,1.29271,1.3176,0.000880023,0.000880023,0.000880023
44,94.875,1.59529,1.35602,1.44413,0.51151,0.59937,0.49742,0.3084,0.26955,1.84573,1.36268,1.37285,0.000874524,0.000874524,0.000874524
45,96.3772,1.71539,1.45687,1.33698,0.40383,0.61723,0.50654,0.29879,0.2765,1.6706,1.26729,1.31693,0.000869024,0.000869024,0.000869024
46,97.9196,1.58886,1.2729,1.37086,0.4021,0.68697,0.62062,0.21943,0.26801,1.89348,1.33808,1.37743,0.000863525,0.000863525,0.000863525
47,99.4535,1.76268,1.42616,1.44345,0.3951,0.67311,0.53712,0.23912,0.24676,1.83318,1.32691,1.34138,0.000858025,0.000858025,0.000858025
48,100.988,1.74824,1.32893,1.29915,0.3416,0.52185,0.50564,0.25561,0.26972,1.75763,1.32422,1.34886,0.000852526,0.000852526,0.000852526
49,102.517,1.63984,1.28216,1.38645,0.52908,0.56136,0.54435,0.27191,0.28654,1.73145,1.2197,1.3029,0.000847026,0.000847026,0.000847026
50,104.051,1.64428,1.29844,1.28422,0.50741,0.584,0.57621,0.32742,0.31661,1.58775,1.18446,1.26322,0.000841527,0.000841527,0.000841527
51,105.585,1.64664,1.17687,1.36272,0.46082,0.61261,0.56619,0.34287,0.32459,1.61911,1.12509,1.27963,0.000836027,0.000836027,0.000836027
52,107.112,1.59866,1.46822,1.343,0.4925,0.56253,0.5658,0.30662,0.30982,1.61928,1.10742,1.28298,0.000830528,0.000830528,0.000830528
53,108.608,1.65429,1.29681,1.34603,0.51997,0.50714,0.5152,0.34179,0.30139,1.56067,1.11256,1.25252,0.000825029,0.000825029,0.000825029
54,110.126,1.6111,1.20137,1.27908,0.45722,0.68271,0.57541,0.36562,0.33755,1.48501,1.09995,1.2299,0.000819529,0.000819529,0.000819529
55,111.681,1.60383,1.23439,1.24142,0.61524,0.55695,0.63497,0.37991,0.34859,1.47475,1.05443,1.22279,0.00081403,0.00081403,0.00081403
56,113.25,1.29343,1.75283,1.01881,0.4616,0.57601,0.53381,0.28216,0.29151,1.57282,1.06461,1.22482,0.00080853,0.00080853,0.00080853
57,114.759,1.62707,1.18517,1.27036,0.51383,0.53662,0.55417,0.25558,0.28918,1.56839,1.11121,1.22404,0.000803031,0.000803031,0.000803031
58,116.288,1.55534,1.21261,1.26851,0.58031,0.6063,0.63964,0.2924,0.32864,1.56066,1.09273,1.22497,0.000797531,0.000797531,0.000797531
59,117.787,1.5493,1.27092,1.25011,0.52318,0.62605,0.63818,0.30971,0.35469,1.50251,1.08432,1.19446,0.000792032,0.000792032,0.000792032
60,119.363,1.57421,1.11776,1.22255,0.54366,0.71133,0.66431,0.31272,0.33519,1.55709,1.08387,1.20542,0.000786532,0.000786532,0.000786532
61,120.852,1.57117,1.23086,1.21563,0.52429,0.73025,0.6393,0.35392,0.34613,1.52642,1.05492,1.18295,0.000781033,0.000781033,0.000781033
62,122.37,1.61657,1.1778,1.28863,0.52959,0.72878,0.64789,0.38726,0.36885,1.4452,1.0304,1.17709,0.000775534,0.000775534,0.000775534
63,123.9,1.67766,1.23241,1.31199,0.56238,0.61939,0.66222,0.37695,0.37355,1.4562,1.02097,1.186,0.000770034,0.000770034,0.000770034
64,125.431,1.61452,1.12418,1.32683,0.68661,0.54366,0.6517,0.34415,0.3786,1.47051,1.01654,1.16886,0.000764535,0.000764535,0.000764535
65,126.967,1.55826,1.14466,1.23598,0.6237,0.57227,0.67107,0.32738,0.38492,1.41669,0.9868,1.15049,0.000759035,0.000759035,0.000759035
66,128.536,1.539,1.1231,1.24813,0.58279,0.70369,0.68519,0.42185,0.42257,1.38832,0.96473,1.15758,0.000753536,0.000753536,0.000753536
67,130.075,1.52771,1.14248,1.27291,0.64858,0.65856,0.68267,0.39136,0.40264,1.35753,0.99442,1.1389,0.000748036,0.000748036,0.000748036
68,131.583,1.308,0.94426,1.13271,0.64853,0.67479,0.67305,0.42357,0.38278,1.40374,0.95311,1.14205,0.000742537,0.000742537,0.000742537
69,133.117,1.39933,1.16803,1.15973,0.65143,0.68198,0.71895,0.46161,0.41664,1.40079,0.95609,1.15361,0.000737037,0.000737037,0.000737037
70,134.627,1.43238,1.05148,1.26842,0.66791,0.674,0.72293,0.41863,0.41395,1.34861,0.93642,1.12878,0.000731538,0.000731538,0.000731538
71,136.143,1.54608,1.07259,1.24806,0.69848,0.61356,0.72007,0.40026,0.4163,1.31628,0.93642,1.12479,0.000726038,0.000726038,0.000726038
72,137.674,1.55626,1.11975,1.27945,0.5572,0.70168,0.65754,0.48805,0.40683,1.37798,0.9659,1.12884,0.000720539,0.000720539,0.000720539
73,139.166,1.3624,1.07819,1.19699,0.58556,0.68758,0.66263,0.47418,0.40339,1.41931,0.97508,1.13078,0.00071504,0.00071504,0.00071504
74,140.702,1.46264,1.00991,1.16728,0.54546,0.68697,0.65086,0.45033,0.42078,1.3792,0.96888,1.13742,0.00070954,0.00070954,0.00070954
75,142.213,1.21037,1.16737,0.92913,0.57212,0.68004,0.66331,0.44962,0.4276,1.31253,0.92915,1.10601,0.000704041,0.000704041,0.000704041
76,143.751,1.38986,1.013,1.13833,0.60561,0.68109,0.68482,0.54469,0.44888,1.36965,0.91287,1.11948,0.000698541,0.000698541,0.000698541
77,145.284,1.50397,1.1663,1.20611,0.60464,0.69226,0.68036,0.61522,0.45168,1.35515,0.89411,1.10402,0.000693042,0.000693042,0.000693042
78,146.804,1.40255,1.03405,1.16425,0.55908,0.69399,0.68141,0.55931,0.43165,1.35231,0.92044,1.10372,0.000687542,0.000687542,0.000687542
79,148.306,1.4021,0.98356,1.23478,0.57729,0.58355,0.66943,0.55461,0.42821,1.33825,0.91034,1.10946,0.000682043,0.000682043,0.000682043
80,149.817,1.35194,0.91513,1.12931,0.57344,0.58855,0.66445,0.42199,0.41907,1.38021,0.90428,1.11093,0.000676543,0.000676543,0.000676543
81,151.323,1.51232,1.06155,1.13775,0.57467,0.58577,0.6578,0.44052,0.41699,1.43002,0.92687,1.12794,0.000671044,0.000671044,0.000671044
82,152.836,1.44211,0.96857,1.12469,0.54961,0.70284,0.68703,0.59292,0.45825,1.40511,0.92862,1.11239,0.000665545,0.000665545,0.000665545
83,154.344,1.4418,0.98273,1.17577,0.55284,0.71596,0.68732,0.59926,0.46072,1.32125,0.90633,1.0915,0.000660045,0.000660045,0.000660045
84,155.905,1.43476,0.97731,1.13449,0.63949,0.67467,0.67029,0.55464,0.44848,1.27698,0.86438,1.10062,0.000654546,0.000654546,0.000654546
85,157.405,1.11543,1.83092,0.95535,0.58111,0.7105,0.62517,0.42312,0.39932,1.31391,0.86981,1.09495,0.000649046,0.000649046,0.000649046
86,158.935,1.31691,0.94976,1.13073,0.58444,0.68074,0.63873,0.51597,0.40847,1.33732,0.90467,1.10895,0.000643547,0.000643547,0.000643547
87,160.456,1.39389,0.94918,1.12269,0.68478,0.68797,0.72958,0.52456,0.44717,1.31362,0.86283,1.09276,0.000638047,0.000638047,0.000638047
88,161.999,1.41043,0.94259,1.08246,0.60318,0.72815,0.6805,0.45102,0.42259,1.3333,0.83676,1.10433,0.000632548,0.000632548,0.000632548
89,163.497,1.39354,0.97525,1.12491,0.63364,0.62121,0.64562,0.47896,0.40338,1.33372,0.85415,1.07632,0.000627048,0.000627048,0.000627048
90,165.05,1.23457,0.93405,1.14871,0.56376,0.59076,0.60329,0.47306,0.37382,1.31922,0.89534,1.07952,0.000621549,0.000621549,0.000621549
91,166.534,1.49068,1.10738,1.13032,0.49587,0.73206,0.60475,0.47401,0.38367,1.28635,0.89144,1.06951,0.000616049,0.000616049,0.000616049
92,168.037,1.518,1.07463,1.18727,0.55533,0.74479,0.61331,0.40993,0.39543,1.30286,0.89767,1.08148,0.00061055,0.00061055,0.00061055
93,169.522,1.35725,1.0184,1.19113,0.53402,0.75378,0.63009,0.44527,0.39936,1.34913,0.87988,1.07163,0.000605051,0.000605051,0.000605051
94,171.029,1.56909,1.02349,1.09633,0.6349,0.7105,0.70769,0.50104,0.44835,1.34935,0.87206,1.08163,0.000599551,0.000599551,0.000599551
95,172.551,1.35423,0.93645,1.20089,0.61664,0.71886,0.70582,0.58306,0.45424,1.33615,0.84706,1.08343,0.000594052,0.000594052,0.000594052
96,174.071,1.32071,0.86583,1.09267,0.64962,0.69712,0.69675,0.52761,0.4639,1.34223,0.85265,1.0983,0.000588552,0.000588552,0.000588552
97,175.596,1.37155,0.94179,1.16047,0.65105,0.69424,0.71092,0.57301,0.4749,1.30153,0.86496,1.08824,0.000583053,0.000583053,0.000583053
98,177.17,1.42587,0.98982,1.13404,0.56118,0.70756,0.67851,0.5693,0.44234,1.27888,0.86432,1.06861,0.000577553,0.000577553,0.000577553
99,178.664,1.32716,0.87677,1.09178,0.57745,0.6958,0.63059,0.56586,0.41674,1.31313,0.87314,1.07977,0.000572054,0.000572054,0.000572054
100,180.179,1.28534,0.81844,1.16079,0.62324,0.68109,0.69795,0.52732,0.42724,1.37029,0.85603,1.12882,0.000566554,0.000566554,0.000566554
101,181.664,1.56215,0.95506,1.11447,0.64684,0.68849,0.70568,0.41311,0.43213,1.30737,0.84468,1.07815,0.000561055,0.000561055,0.000561055
102,183.193,1.37443,0.98727,1.13342,0.69029,0.67455,0.75043,0.46049,0.44042,1.27285,0.81182,1.06253,0.000555556,0.000555556,0.000555556
103,184.71,1.38774,1.02985,1.21101,0.67774,0.69954,0.75267,0.50381,0.4503,1.25889,0.80129,1.07106,0.000550056,0.000550056,0.000550056
104,186.257,1.28,0.87645,1.12588,0.67461,0.7,0.74534,0.39334,0.4319,1.32062,0.83539,1.0776,0.000544557,0.000544557,0.000544557
105,187.764,1.34573,0.88188,1.09178,0.69746,0.68458,0.71215,0.56561,0.45248,1.27619,0.84797,1.07797,0.000539057,0.000539057,0.000539057
106,189.303,1.34786,0.86643,1.11289,0.70855,0.6162,0.75209,0.57673,0.46531,1.29965,0.86539,1.07384,0.000533558,0.000533558,0.000533558
107,190.802,1.29171,0.91131,1.10525,0.64272,0.67578,0.72249,0.56344,0.46057,1.34085,0.86051,1.08321,0.000528058,0.000528058,0.000528058
108,192.302,1.30007,0.88065,1.1451,0.6664,0.69819,0.72099,0.52938,0.46516,1.32965,0.83322,1.07229,0.000522559,0.000522559,0.000522559
109,193.83,1.33083,0.89548,1.15516,0.68359,0.69967,0.71924,0.52286,0.46289,1.28855,0.83957,1.0755,0.000517059,0.000517059,0.000517059
110,195.378,1.4216,0.94939,1.11246,0.65006,0.71225,0.66134,0.45614,0.42236,1.2573,0.83702,1.07538,0.00051156,0.00051156,0.00051156
111,196.884,1.28075,0.88465,1.10348,0.66161,0.71631,0.69444,0.50223,0.44102,1.30937,0.80044,1.07342,0.00050606,0.00050606,0.00050606
112,198.427,1.2956,0.88897,1.14148,0.68012,0.68734,0.75016,0.55931,0.47591,1.39509,0.81076,1.11279,0.000500561,0.000500561,0.000500561
113,199.974,1.57952,1.02813,1.30466,0.69774,0.66186,0.74927,0.5264,0.4667,1.36449,0.82965,1.11032,0.000495062,0.000495062,0.000495062
114,201.516,1.22819,0.83056,1.10741,0.74085,0.68175,0.76529,0.53675,0.48808,1.24295,0.84692,1.05169,0.000489562,0.000489562,0.000489562
115,203.022,1.31462,0.86286,1.14867,0.65969,0.70791,0.72464,0.62177,0.49007,1.24627,0.82983,1.0587,0.000484063,0.000484063,0.000484063
116,204.573,1.02336,0.89548,0.85564,0.65181,0.74486,0.68783,0.55554,0.45228,1.25514,0.79966,1.05256,0.000478563,0.000478563,0.000478563
117,206.055,1.38931,0.95295,1.09483,0.65206,0.73562,0.69003,0.5662,0.44714,1.24435,0.79725,1.04372,0.000473064,0.000473064,0.000473064
118,207.565,1.3856,0.86147,1.09859,0.62616,0.71683,0.70876,0.5638,0.45538,1.23692,0.79096,1.04045,0.000467564,0.000467564,0.000467564
119,209.064,1.45217,1.11938,1.15443,0.59562,0.71869,0.64162,0.52093,0.42008,1.23771,0.79087,1.04776,0.000462065,0.000462065,0.000462065
120,210.587,1.25578,0.86634,1.00198,0.6389,0.70245,0.65183,0.47662,0.42364,1.25844,0.80874,1.05709,0.000456565,0.000456565,0.000456565
121,212.104,1.22518,0.82841,1.10019,0.64337,0.70225,0.69644,0.59348,0.46768,1.24668,0.80846,1.04846,0.000451066,0.000451066,0.000451066
122,213.636,1.29043,0.78146,1.11907,0.65733,0.68726,0.68683,0.57744,0.47006,1.25786,0.80179,1.05704,0.000445567,0.000445567,0.000445567
123,215.136,1.3078,0.89383,1.11873,0.65847,0.69875,0.70642,0.63614,0.47594,1.23984,0.80555,1.05173,0.000440067,0.000440067,0.000440067
124,216.668,1.38561,0.94139,1.24619,0.655,0.69516,0.75843,0.62859,0.49508,1.28454,0.80737,1.06096,0.000434568,0.000434568,0.000434568
125,218.2,1.44776,1.30885,1.14399,0.69825,0.68651,0.75218,0.62502,0.48776,1.31384,0.79757,1.06124,0.000429068,0.000429068,0.000429068
126,219.732,1.20223,0.81265,1.0931,0.72244,0.67526,0.75316,0.62477,0.5037,1.28134,0.79227,1.04243,0.000423569,0.000423569,0.000423569
127,221.264,1.30913,0.84205,1.21947,0.70208,0.68883,0.75626,0.68666,0.51482,1.26238,0.80108,1.04063,0.000418069,0.000418069,0.000418069
128,222.834,1.19436,0.85874,1.07859,0.67967,0.71521,0.72327,0.57344,0.48464,1.25561,0.79923,1.05895,0.00041257,0.00041257,0.00041257
129,224.335,1.24822,0.8041,1.04251,0.7405,0.69456,0.75161,0.58534,0.51428,1.24511,0.79234,1.04842,0.00040707,0.00040707,0.00040707
130,225.87,1.24083,0.7647,1.14476,0.65838,0.5967,0.70752,0.58144,0.48652,1.24106,0.79114,1.02969,0.000401571,0.000401571,0.000401571
131,227.358,1.22486,0.8823,1.157,0.65823,0.72041,0.72703,0.66909,0.49898,1.26686,0.78649,1.04346,0.000396071,0.000396071,0.000396071
132,228.918,1.36825,0.83667,1.08814,0.75252,0.69879,0.75476,0.69322,0.51826,1.26745,0.81237,1.05979,0.000390572,0.000390572,0.000390572
133,230.438,1.18809,0.7865,1.04769,0.773,0.69138,0.76168,0.59064,0.4957,1.26411,0.80159,1.04698,0.000385073,0.000385073,0.000385073
134,231.954,1.20588,0.8022,1.04205,0.67339,0.72254,0.72249,0.56635,0.48209,1.29645,0.79384,1.04521,0.000379573,0.000379573,0.000379573
135,233.471,1.23887,0.88424,1.11501,0.65755,0.72022,0.72342,0.55242,0.48446,1.31625,0.81285,1.06248,0.000374074,0.000374074,0.000374074
136,234.976,1.11667,0.78639,1.01904,0.71215,0.58697,0.70153,0.57137,0.49129,1.23663,0.77496,1.04953,0.000368574,0.000368574,0.000368574
137,236.477,1.30252,0.92678,1.09416,0.71645,0.58992,0.70761,0.53441,0.48471,1.25961,0.76092,1.04331,0.000363075,0.000363075,0.000363075
138,238,0.94691,0.76289,0.84304,0.7281,0.58697,0.71595,0.58755,0.49285,1.28344,0.75605,1.03722,0.000357575,0.000357575,0.000357575
139,239.478,1.25978,0.75157,1.07448,0.63119,0.7559,0.71904,0.5563,0.47774,1.29072,0.77861,1.04715,0.000352076,0.000352076,0.000352076
140,240.989,1.44229,0.85421,1.14936,0.687,0.74627,0.70946,0.63403,0.485,1.2715,0.78118,1.04718,0.000346576,0.000346576,0.000346576
141,242.502,1.22382,0.83142,1.05298,0.66243,0.72521,0.70135,0.6369,0.47305,1.24399,0.78175,1.03541,0.000341077,0.000341077,0.000341077
142,244.021,1.26606,0.8424,1.05537,0.62923,0.72513,0.66584,0.6055,0.46109,1.23213,0.78051,1.03118,0.000335578,0.000335578,0.000335578
143,245.517,1.24488,0.78779,1.06243,0.66019,0.72227,0.70089,0.63613,0.489,1.21992,0.77567,1.03087,0.000330078,0.000330078,0.000330078
144,247.069,1.25486,0.81939,1.04828,0.66308,0.71639,0.70138,0.63687,0.49602,1.23579,0.77601,1.04124,0.000324579,0.000324579,0.000324579
145,248.581,1.44053,1.07185,1.08945,0.67687,0.71639,0.70327,0.63112,0.47994,1.2725,0.78507,1.05001,0.000319079,0.000319079,0.000319079
146,250.104,1.22769,0.82099,1.11283,0.67209,0.71933,0.73317,0.67294,0.51649,1.27158,0.75931,1.03678,0.00031358,0.00031358,0.00031358
147,251.599,1.18512,0.79214,1.06933,0.65244,0.72227,0.73264,0.67182,0.52512,1.24169,0.74246,1.02555,0.00030808,0.00030808,0.00030808
148,253.175,1.22543,0.76368,1.04493,0.63664,0.72521,0.72429,0.60838,0.49148,1.28045,0.76634,1.05114,0.000302581,0.000302581,0.000302581
149,254.69,1.20141,0.8939,1.09886,0.62152,0.72521,0.72138,0.58746,0.48766,1.32809,0.77378,1.06664,0.000297081,0.000297081,0.000297081
150,256.201,1.27157,0.87757,1.12007,0.59399,0.75531,0.72056,0.64196,0.50265,1.29336,0.76566,1.05329,0.000291582,0.000291582,0.000291582
151,257.701,1.21566,0.75922,1.09339,0.57326,0.73725,0.7215,0.65108,0.49575,1.23425,0.75813,1.03522,0.000286083,0.000286083,0.000286083
152,259.224,0.94561,0.97872,0.82787,0.5826,0.76261,0.72277,0.65712,0.49486,1.2275,0.75958,1.02608,0.000280583,0.000280583,0.000280583
153,260.731,1.22226,0.79711,1.04638,0.56633,0.75966,0.71764,0.60989,0.47114,1.24942,0.75486,1.02484,0.000275084,0.000275084,0.000275084
154,262.249,1.25438,0.82217,1.16411,0.62942,0.73505,0.73897,0.66724,0.51747,1.27799,0.76473,1.03761,0.000269584,0.000269584,0.000269584
155,263.742,1.24778,0.79292,1.1149,0.65532,0.72341,0.70326,0.62048,0.47948,1.23645,0.75787,1.02702,0.000264085,0.000264085,0.000264085
156,265.258,1.22005,0.78517,1.0619,0.66618,0.72337,0.69501,0.62523,0.47495,1.19956,0.75497,1.01762,0.000258585,0.000258585,0.000258585
157,266.781,1.18975,0.83925,1.05886,0.67528,0.72227,0.69338,0.62147,0.47923,1.19967,0.75567,1.02094,0.000253086,0.000253086,0.000253086
158,268.28,1.15042,0.70893,1.02832,0.68011,0.71639,0.69218,0.62837,0.48066,1.2285,0.75609,1.02296,0.000247586,0.000247586,0.000247586
159,269.784,1.23988,0.81438,1.04256,0.68274,0.71345,0.69009,0.62901,0.47877,1.23533,0.75357,1.02098,0.000242087,0.000242087,0.000242087
160,271.292,1.24542,0.90027,1.07068,0.68654,0.70756,0.68453,0.60926,0.47229,1.20739,0.75435,1.02072,0.000236587,0.000236587,0.000236587
161,272.778,1.27138,0.87294,1.341,0.68831,0.70756,0.68519,0.60716,0.47385,1.21551,0.76118,1.02906,0.000231088,0.000231088,0.000231088
162,274.311,1.30145,0.80344,1.06421,0.67738,0.68674,0.69403,0.58175,0.45767,1.21258,0.76224,1.03262,0.000225589,0.000225589,0.000225589
163,275.798,1.14031,0.72482,1.08256,0.68948,0.70009,0.72646,0.63181,0.49097,1.21709,0.74955,1.02789,0.000220089,0.000220089,0.000220089
164,277.326,1.1453,0.74864,1.04145,0.77285,0.67799,0.76165,0.62886,0.50536,1.21006,0.74183,1.02225,0.00021459,0.00021459,0.00021459
165,278.83,1.19391,0.78326,1.02439,0.76843,0.68741,0.76127,0.63002,0.50531,1.20378,0.73994,1.02092,0.00020909,0.00020909,0.00020909
166,280.361,1.16451,0.77375,1.02409,0.76616,0.69036,0.76092,0.6381,0.51539,1.2141,0.74391,1.02458,0.000203591,0.000203591,0.000203591
167,281.867,0.99267,0.8483,0.86459,0.76702,0.69723,0.7562,0.63616,0.50828,1.22197,0.75455,1.02945,0.000198091,0.000198091,0.000198091
168,283.391,1.28516,0.82985,1.13392,0.70662,0.70129,0.74801,0.67488,0.50625,1.22386,0.76065,1.03023,0.000192592,0.000192592,0.000192592
169,284.873,1.22017,0.75569,1.04086,0.69121,0.71265,0.72059,0.63751,0.49147,1.23019,0.75663,1.02553,0.000187092,0.000187092,0.000187092
170,286.396,1.17254,0.81121,1.0862,0.64462,0.71883,0.66054,0.53153,0.44124,1.23845,0.74721,1.02685,0.000181593,0.000181593,0.000181593
171,287.89,1.11179,0.73479,1.00914,0.64048,0.71345,0.71063,0.58078,0.4747,1.23343,0.74003,1.02326,0.000176094,0.000176094,0.000176094
172,289.405,1.27959,0.84182,1.16553,0.67922,0.71372,0.73532,0.62254,0.50898,1.22014,0.75401,1.02067,0.000170594,0.000170594,0.000170594
173,290.9,1.21069,0.73163,1.0341,0.66489,0.71933,0.73686,0.57135,0.50297,1.20667,0.75601,1.02154,0.000165095,0.000165095,0.000165095
174,292.423,1.21214,0.78063,1.06629,0.65308,0.71933,0.71746,0.51867,0.47483,1.19642,0.7507,1.02362,0.000159595,0.000159595,0.000159595
175,293.931,1.34674,0.79561,1.02058,0.67799,0.7238,0.73958,0.59686,0.48808,1.18551,0.74758,1.01708,0.000154096,0.000154096,0.000154096
176,295.478,1.24743,0.90665,1.11038,0.69333,0.72284,0.70901,0.63858,0.48445,1.19623,0.7589,1.01413,0.000148596,0.000148596,0.000148596
177,297.007,1.21671,0.8666,1.01353,0.68002,0.70496,0.73576,0.66726,0.49998,1.20648,0.76082,1.02217,0.000143097,0.000143097,0.000143097
